Host Id,Host Name,Id,Last Review,Name,Neighbourhood,Neighbourhood Group,Reviews Per Month,Room Type,Availability 365,Calculated Host Listings Count,Latitude,Longitude,Minimum Nights,Number Of Reviews,Price,Reviews_Per-Month_Final
25082897,Fen,4967258,,private room avail in lovely BK apt,Bushwick,Brooklyn,,Private room,0,1,40.70516,-73.91609,1,0,40,0
248490,Leecia,4968633,7/2/2019,Private Cozy Bright Brooklyn Studio,Bedford-Stuyvesant,Brooklyn,1.19,Entire home/apt,194,2,40.68045,-73.93796,3,51,95,1.19
23345098,Jorge,4968798,4/14/2019,Room in Jackson Heights (Queens),East Elmhurst,Queens,0.56,Private room,115,1,40.75703,-73.87667,7,30,45,0.56
2793778,Fernando,4968817,4/12/2019,Hostal : FULL SIZE BUNK BED ( Bottom on floor),Forest Hills,Queens,0.87,Shared room,0,5,40.71543,-73.83564,4,45,60,0.87
9271872,Anthony,4970846,6/28/2019,GREAT ROOM IN  HELL'SKITCHEN!!,Hell's Kitchen,Manhattan,2.44,Private room,162,2,40.76543,-73.99154,4,117,100,2.44
693815,Jimmy,4973452,,Canal Street bedroom,Chinatown,Manhattan,,Private room,0,1,40.71652,-73.99801,1,0,75,0
12342828,Marco,4973520,6/28/2019,Sunny Room near Central Park,East Harlem,Manhattan,2.06,Private room,11,2,40.79399,-73.94255,4,99,84,2.06
25641892,Tonia,4974843,6/21/2019,Charming private Studio,West Brighton,Staten Island,3.63,Entire home/apt,231,1,40.63182,-74.124,2,196,70,3.63
519554,Umut&Deniz,4976848,6/24/2019,a cozy room in manhattan!,Lower East Side,Manhattan,1.49,Private room,331,5,40.71904,-73.98962,2,80,69,1.49
373019,Leah,4976919,9/29/2015,"Huge artist loft, heart of W'Burg!",Williamsburg,Brooklyn,0.06,Private room,319,1,40.71189,-73.94632,30,3,62,0.06
10350245,Brian,4977744,1/18/2015,Lower East Side Gem,Lower East Side,Manhattan,0.02,Entire home/apt,0,1,40.72076,-73.98925,1,1,200,0.02
25659180,Justin,4977756,4/29/2016,1bd in fantastic BK location,Crown Heights,Brooklyn,0.08,Entire home/apt,0,1,40.6729,-73.96003,2,4,100,0.08
3737351,Lawrence,4978214,6/11/2019,The Golden Room,Canarsie,Brooklyn,0.66,Private room,323,1,40.64027,-73.91751,4,33,45,0.66
271527,Richard,4978241,6/24/2019,CHARMING GARDEN APT IN TOWNHOUSE,Harlem,Manhattan,1,Entire home/apt,316,2,40.81007,-73.94007,3,52,170,1
2316247,Lam,4978607,10/8/2016,Cute and Cozy UWS Studio,Upper West Side,Manhattan,0.18,Entire home/apt,68,1,40.78124,-73.98475,7,10,150,0.18
25686141,Linden,4982699,7/21/2018,Two Bedroom Apartment,Ozone Park,Queens,1.29,Entire home/apt,189,1,40.67924,-73.84771,3,66,99,1.29
2803589,Helida,4982969,,Beautiful room in Brooklyn,Prospect-Lefferts Gardens,Brooklyn,,Private room,0,1,40.65833,-73.95196,1,0,45,0
25688822,Lucie,4983264,6/30/2019,Comfortable room steps from Central Park,Harlem,Manhattan,1.38,Private room,117,1,40.79967,-73.95444,3,70,95,1.38
4162067,Citlali,4983691,10/28/2015,Greenpoint is the place to be!,Greenpoint,Brooklyn,0.02,Private room,0,1,40.72811,-73.94925,4,1,95,0.02
23570473,James,4984951,5/27/2019,Home Away From Home,Crown Heights,Brooklyn,0.72,Private room,339,3,40.6726,-73.95364,1,37,79,0.72
2628658,Marc-Antoine,4986843,12/21/2018,Amazing Loft/ Bed-Stuy/ Full Cleaning Service.,Bedford-Stuyvesant,Brooklyn,0.18,Entire home/apt,0,2,40.68301,-73.93738,30,2,120,0.18
17985595,Lora,4987238,12/18/2018,Chic Downtown 1 Bedroom,Greenwich Village,Manhattan,0.59,Entire home/apt,147,1,40.73189,-73.9947,14,26,375,0.59
23929877,Ely,4987355,6/18/2019,Great Spacious Appartment,East Harlem,Manhattan,1.25,Entire home/apt,151,1,40.7912,-73.94318,5,23,120,1.25
25711730,Natsuki,4987370,,1 Bedroom in a Williamsburg Loft,Williamsburg,Brooklyn,,Shared room,0,1,40.7116,-73.96774,1,0,85,0
25715117,Lilia,4987929,6/14/2019,Near Subway -15 min to Manhattan,Astoria,Queens,0.91,Private room,338,1,40.76357,-73.92829,5,46,100,0.91
12342828,Marco,4988556,6/29/2019,Sun-Filled Room near Central Park,East Harlem,Manhattan,2.06,Private room,8,2,40.79492,-73.94087,4,79,84,2.06
25720293,Lena,4988687,12/20/2017,Chelsea Oasis 1 Bedroom Brownstone,Chelsea,Manhattan,0.33,Entire home/apt,6,3,40.74481,-74.00148,4,17,549,0.33
637688,Dan,4989295,12/26/2018,"Huge, Beautiful Artist's 2 bedroom",Prospect Heights,Brooklyn,0.24,Entire home/apt,5,1,40.67347,-73.96544,7,12,230,0.24
25271688,Margot,4991235,9/21/2015,"Cozy, quiet 2-story place by subway",Greenpoint,Brooklyn,0.02,Private room,0,1,40.7313,-73.95341,14,1,100,0.02
10635169,Jin,4991895,7/2/2019,"Bright & spacious room, 2 minutes to subway!",Crown Heights,Brooklyn,4.45,Private room,47,1,40.67067,-73.95693,1,49,70,4.45
25744379,Sonia,4993422,6/28/2019,A Beautiful and Sunny Artist's Home,Astoria,Queens,0.71,Entire home/apt,10,1,40.76958,-73.92223,3,36,72,0.71
25747773,Ellen!,4994058,5/21/2016,MyModernCrib w/ Empire State Views,Kips Bay,Manhattan,0.05,Private room,0,1,40.74045,-73.98175,5,2,140,0.05
41398078,Jimmy,4994264,,1 Bdrm in Luxury High Rise,Financial District,Manhattan,,Private room,0,1,40.7076,-74.01367,3,0,125,0
24620881,Jack,4994266,6/21/2019,Midtown Launching Pad,Midtown,Manhattan,3.21,Entire home/apt,287,1,40.75765,-73.96466,1,168,135,3.21
25748492,David,4995083,5/30/2016,East Village Studio,East Village,Manhattan,0.18,Entire home/apt,0,1,40.72954,-73.98337,1,8,120,0.18
25757883,Sayaka,4995739,11/19/2018,"Private room in Brooklyn, Calico Cat in the house!",Bushwick,Brooklyn,0.82,Private room,25,1,40.70213,-73.91472,1,43,49,0.82
45384,Nicole,4996027,6/20/2019,Rare Find - Oversized 1BR in Williamsburg center,Williamsburg,Brooklyn,0.43,Entire home/apt,238,1,40.70971,-73.96561,14,20,240,0.43
317718,Andrew,4996877,,"Awesome, Sunny Loft - Two Floors!",Greenpoint,Brooklyn,,Entire home/apt,177,1,40.72514,-73.95392,4,0,380,0
25773982,Yas,4998025,5/13/2019,Perfect apt in UES,Upper East Side,Manhattan,0.24,Entire home/apt,364,2,40.77569,-73.95721,1,9,150,0.24
25774748,Dong Ming,4998221,5/19/2019,汤母小屋,Flushing,Queens,0.06,Private room,365,2,40.76435,-73.83211,1,3,89,0.06
25773982,Yas,4998294,5/22/2019,"Enjoy Central Park,",Upper East Side,Manhattan,0.55,Private room,364,2,40.77595,-73.95573,3,28,100,0.55
262760,Megan,5002867,5/31/2017,The Red House,Flatbush,Brooklyn,0.52,Private room,0,1,40.6404,-73.9612,1,24,75,0.52
19918657,Tommy,5003266,3/28/2019,A hop to La Guardia Airport in quiet College Point,College Point,Queens,0.47,Private room,310,1,40.78631,-73.83923,5,5,50,0.47
25807709,Shula,5004463,7/5/2019,Spacious Private Room,Midwood,Brooklyn,0.5,Private room,322,1,40.6216,-73.95315,10,27,60,0.5
6095946,Fiona,5006113,8/19/2017,LUXURY MID-CENTURY MODERN LOFT SOHO,SoHo,Manhattan,0.04,Entire home/apt,292,1,40.72177,-74.00356,14,1,760,0.04
4830078,Wesley William,5006114,6/14/2019,Charming Private Bedroom in 2 Bedroom Apartment,Williamsburg,Brooklyn,0.57,Private room,82,1,40.70853,-73.95368,3,15,85,0.57
25821864,Viva,5006927,10/7/2015,PRIVATE SUNNY ROOM IN BUSHWICK!,Ridgewood,Queens,0.09,Private room,0,1,40.70739,-73.91498,3,5,65,0.09
25840204,Daniel,5010368,4/27/2019,Upper East Side Gem!,Upper East Side,Manhattan,1.44,Entire home/apt,234,1,40.77546,-73.95165,3,75,150,1.44
7847292,Tom,5010729,6/23/2019,Quaint One Bed Apartment on UES,Upper East Side,Manhattan,2.76,Entire home/apt,310,1,40.77537,-73.95029,4,147,169,2.76
8834234,Jeremy,5011693,6/9/2019,Harlem Studio w/ view!!,Harlem,Manhattan,0.52,Entire home/apt,58,1,40.81419,-73.95033,2,25,85,0.52
10207681,Sol,5013302,5/16/2019,Best location & Amazing view / Apt in Tribeca,Tribeca,Manhattan,0.36,Entire home/apt,69,1,40.71732,-74.00981,3,13,350,0.36
1387175,David,5013556,6/14/2019,"Sunny, modern 1BR in Crown Heights",Crown Heights,Brooklyn,1.05,Entire home/apt,44,1,40.67279,-73.96033,7,56,148,1.05
5349999,David,5014831,1/4/2019,Cozy Studio Close to Everything,Crown Heights,Brooklyn,0.26,Entire home/apt,0,1,40.67777,-73.95131,6,13,100,0.26
25870353,Amie,5015281,,Gramercy Park View Pied A Terre,Gramercy,Manhattan,,Entire home/apt,365,1,40.73661,-73.98706,7,0,1000,0
25894037,Margaret,5019183,,Large 1 Bedroom in Brooklyn,Crown Heights,Brooklyn,,Entire home/apt,0,1,40.67477,-73.94961,1,0,125,0
25895198,Mateo,5019373,6/20/2016,"Cozy Apt, Terrace in Williamsburg",Williamsburg,Brooklyn,0.22,Entire home/apt,0,1,40.71505,-73.93936,7,10,80,0.22
10366837,Jia,5020687,7/1/2019,BRAND NEW condo in Flushing!,Flushing,Queens,3.4,Entire home/apt,102,3,40.75784,-73.83181,2,94,72,3.4
17770322,Nicole,5020842,7/7/2019,Private BR in amazing neighborhood,Carroll Gardens,Brooklyn,0.16,Private room,191,1,40.68138,-73.9926,1,8,125,0.16
17638424,Sophie,5021376,7/2/2019,Easily accessible cozy room! R202,Elmhurst,Queens,2.37,Private room,175,8,40.74602,-73.87338,1,95,34,2.37
630519,Alex,5025771,1/3/2016,Full Prospect Heights Brownstone!,Prospect Heights,Brooklyn,0.05,Entire home/apt,0,1,40.67676,-73.96683,1,2,288,0.05
3560446,Jay,5028135,5/25/2019,Modern Prime Williamsburg 1BR w/ Terrace & Views,Williamsburg,Brooklyn,1.2,Entire home/apt,0,1,40.7169,-73.95087,2,59,167,1.2
25881276,Jordana,5028264,5/27/2019,Charming Studio Apartment,Upper West Side,Manhattan,0.86,Entire home/apt,176,2,40.7921,-73.97918,21,45,125,0.86
3116461,Kyala,5028478,6/14/2019,Spacious and welcoming 1 bedroom apt,East Flatbush,Brooklyn,1.27,Entire home/apt,153,1,40.65308,-73.95109,2,67,100,1.27
5244243,Mie,5028653,,Sun drenched art filled apartment,Financial District,Manhattan,,Entire home/apt,0,1,40.71068,-74.00713,5,0,290,0
14362471,Andy And TJ,5029202,2/14/2019,"Spacious 2 Bedroom, 2 Bath, 5th Avenue Entire Apt",East Harlem,Manhattan,0.12,Entire home/apt,61,1,40.79641,-73.94847,30,6,229,0.12
3646549,Katherine,5029204,6/15/2019,Boho Williamsburg Room W/ Private Entrance,Williamsburg,Brooklyn,0.9,Private room,149,1,40.71735,-73.94465,2,49,100,0.9
25961456,Adam,5029573,,Private Room w/ Bath and Balcony,Prospect Heights,Brooklyn,,Private room,0,1,40.67824,-73.96514,1,0,60,0
25318403,Bethany,5029703,7/5/2019,PRIME LOCATION - Beautiful 3BR Artist Oasis w/Deck,Williamsburg,Brooklyn,1.63,Entire home/apt,275,3,40.71281,-73.95796,3,87,225,1.63
8707742,Kanhar,5030256,,Spacious Room in Apt with Backyard,Bedford-Stuyvesant,Brooklyn,,Private room,0,1,40.6955,-73.94385,2,0,70,0
21721684,S.,5031178,6/9/2019,Beautiful Bushwick - 3BR Apartment,Bushwick,Brooklyn,3.7,Entire home/apt,269,2,40.68594,-73.90653,3,198,174,3.7
25974544,Patrick,5031539,,GORGEOUS 1BR IN MIDTOWN 1/15-1/19,Hell's Kitchen,Manhattan,,Entire home/apt,0,1,40.76263,-73.9887,1,0,350,0
25237492,Juliana,5033691,6/15/2019,*GALAXY* Spectacular 2 Bedroom - Spacious & Light!,Upper West Side,Manhattan,0.25,Entire home/apt,304,34,40.78147,-73.98315,30,13,250,0.25
25237492,Juliana,5034136,4/19/2019,CHARMING TOWNHOUSE NEAR RSD PARK - STUDIO APT,Upper West Side,Manhattan,0.31,Entire home/apt,285,34,40.78215,-73.98349,30,15,105,0.31
15929586,Jorge,5036261,5/20/2019,LARGE ROOM IN A GREAT NEIGHBORHOOD,Ditmars Steinway,Queens,1.75,Private room,336,1,40.77645,-73.90566,3,95,40,1.75
25999700,Jacqueline,5036659,6/22/2019,Relaxing Brooklyn Oasis - Prime Location,Crown Heights,Brooklyn,0.8,Private room,313,1,40.67615,-73.95776,14,43,50,0.8
26005018,Pia,5037654,5/28/2019,East River view,Roosevelt Island,Manhattan,0.81,Private room,35,1,40.76193,-73.94942,3,43,65,0.81
6228539,Michelle,5037892,5/3/2019,Stay in Harlem 1 - 3 months!,Harlem,Manhattan,0.45,Private room,330,2,40.80535,-73.95407,30,1,75,0.45
17465490,Tarun,5038299,1/21/2015,Beautiful Fort Greene Studio,Fort Greene,Brooklyn,0.02,Entire home/apt,0,1,40.68752,-73.9795,31,1,180,0.02
26018110,Vincent,5039939,,Spacious Room in Bushwick Brooklyn,Williamsburg,Brooklyn,,Private room,0,1,40.70898,-73.93286,25,0,60,0
26019828,Sonia,5040218,3/20/2019,LUX Blg-Prime Area! Lg PRIVATE RM & BATH w/VIEWS!,Hell's Kitchen,Manhattan,0.64,Private room,7,2,40.76159,-73.99824,2,22,69,0.64
19195540,Dor,5040653,6/4/2019,"Spacious Room at Broome St, LES",Chinatown,Manhattan,0.71,Private room,294,3,40.71723,-73.99164,4,36,150,0.71
26024349,Joyce,5040919,,Furnished room in DUMBO/Fort Greene,Downtown Brooklyn,Brooklyn,,Private room,0,1,40.6978,-73.98396,1,0,200,0
26024433,Sal,5040951,6/2/2019,Charming 1BR near Union Square,Gramercy,Manhattan,0.4,Entire home/apt,7,1,40.73272,-73.9852,3,21,125,0.4
26031034,David,5041891,6/20/2019,Historic Upper West Side Townhouse,Upper West Side,Manhattan,0.42,Entire home/apt,249,1,40.79693,-73.96348,4,22,795,0.42
23732730,Buddy,5046189,7/2/2019,Modern/Spacious 4BR +Tent Perfect for LARGE groups,Allerton,Bronx,0.84,Entire home/apt,342,4,40.87054,-73.84681,2,45,450,0.84
22776830,Ella,5046190,,Cozy Room available in UES Apt,Upper East Side,Manhattan,,Private room,0,1,40.77209,-73.95083,1,0,80,0
2370532,Nick,5046422,10/24/2016,Big 2-story home in Brooklyn Hts.,Brooklyn Heights,Brooklyn,0.22,Entire home/apt,0,1,40.69119,-73.99438,2,8,300,0.22
6454648,Laksen & Nikki,5046894,6/12/2019,"Cozy Space in Harlem, Manhattan",Harlem,Manhattan,0.62,Shared room,357,1,40.81549,-73.95278,1,29,80,0.62
905563,Courtney,5048535,,Great Gramercy Share Apt,Gramercy,Manhattan,,Private room,0,1,40.73718,-73.98373,5,0,75,0
22927481,Howard,5049823,11/11/2015,NYC New Years Penthouse suite,Midtown,Manhattan,0.02,Private room,0,3,40.7655,-73.98018,3,1,500,0.02
193488,Jane,5050156,5/26/2019,Wake Up In The City That Never Sleeps,East Village,Manhattan,0.28,Private room,332,2,40.73273,-73.98969,1,14,135,0.28
23465153,Darrin,5050369,,East Village Ageloff Towers,East Village,Manhattan,,Entire home/apt,0,1,40.72536,-73.9856,1,0,250,0
93292,Alexa,5050664,6/25/2019,"Simple, sweet in NOLITA-NYC",Chinatown,Manhattan,2.9,Private room,238,1,40.71848,-73.99549,3,153,80,2.9
16616158,Will,5050799,10/28/2015,Great Prospect / Crown Heights 1BR,Crown Heights,Brooklyn,0.42,Entire home/apt,0,1,40.67586,-73.9621,5,22,85,0.42
10975987,Lisa,5051597,6/20/2019,Restored 1910 Brooklyn Loft Suite,Bushwick,Brooklyn,2.23,Entire home/apt,273,1,40.68386,-73.90936,4,119,150,2.23
26089087,Karron,5052495,6/26/2019,Sunny Room in Historic Williamsburg Loft,Williamsburg,Brooklyn,2.75,Private room,19,1,40.70907,-73.96396,1,33,60,2.75
26079021,Michael,5052897,6/28/2019,Beautiful Manhattan 1br apartment close to subway!,Upper East Side,Manhattan,1.59,Entire home/apt,158,1,40.76173,-73.96183,3,85,249,1.59
25237492,Juliana,5054072,2/2/2019,*SPLENDID* Fantastic 2 BR Apt near many Hospitals,Upper East Side,Manhattan,0.32,Entire home/apt,316,34,40.7606,-73.96028,30,17,155,0.32
8873293,Helena S,5054397,5/26/2018,Large & Sunny Bedroom - super close to subway,Bedford-Stuyvesant,Brooklyn,0.27,Private room,0,2,40.68951,-73.95524,2,14,65,0.27
26100862,Ira,5055033,,"Railroad Apt in Greenpoint, BKLYN",Greenpoint,Brooklyn,,Entire home/apt,0,1,40.72474,-73.94733,1,0,90,0
13220337,Brian,5056421,5/24/2019,1 BR Apartment in UES - 5' walk to CentralPark,East Harlem,Manhattan,0.5,Entire home/apt,0,1,40.79213,-73.94974,3,27,150,0.5
3074904,Lauren & Chelsea,5058683,6/16/2019,It's always sunny in Williamsburg!,Williamsburg,Brooklyn,3.27,Private room,44,4,40.71301,-73.95374,1,175,96,3.27
26124805,Laura,5059402,,1BR with backyard in Williamsburg!,Williamsburg,Brooklyn,,Private room,0,1,40.71677,-73.95773,1,0,90,0
26133955,William,5060771,4/21/2016,Large Room in Greenwich Village,West Village,Manhattan,0.03,Private room,365,1,40.73345,-74.00302,1,1,89,0.03
9018446,Javier,5061165,6/29/2019,Private Bedroom in Upper Manhattan,Washington Heights,Manhattan,5.66,Private room,54,1,40.83554,-73.93849,1,307,80,5.66
26136707,Jorge,5061178,6/16/2019,near Columbia Hospital,Washington Heights,Manhattan,1.57,Private room,66,1,40.8447,-73.93369,4,80,77,1.57
13501341,Fiorella,5061309,6/20/2019,Sunny room in Bushwick; Minutes from subway!,Bushwick,Brooklyn,3.39,Private room,170,2,40.70171,-73.91344,1,155,60,3.39
10428997,Marta,5065185,6/24/2019,"Spaceful 1 BR apartment, sleeps 3",Upper West Side,Manhattan,1.35,Entire home/apt,0,1,40.79463,-73.97061,4,72,165,1.35
25963759,Andrew,5065276,10/5/2015,"Sunny, comfy room in quiet Park Slope apmt",South Slope,Brooklyn,0.06,Private room,363,1,40.66135,-73.98726,1,3,70,0.06
8813443,Win,5065630,,2 Bedroom in Bed Stuy,Bedford-Stuyvesant,Brooklyn,,Entire home/apt,0,1,40.68574,-73.95758,1,0,83,0
26162659,Kylie,5066526,,Lovely Big Bedroom in Clinton Hill,Bedford-Stuyvesant,Brooklyn,,Private room,0,1,40.69494,-73.95507,1,0,70,0
1445871,Gregory,5066813,6/30/2019,Reduced$ EastVillage Entire 1BD APT,East Village,Manhattan,1.15,Entire home/apt,240,1,40.73096,-73.98376,1,62,139,1.15
25052740,Nina,5066900,5/16/2019,Private Bedroom in BK Brownstone,Bedford-Stuyvesant,Brooklyn,0.33,Private room,227,3,40.69604,-73.94504,7,13,50,0.33
26164700,Nico,5066963,,Humble 1BR in Bushwick,Bushwick,Brooklyn,,Private room,0,1,40.69709,-73.91003,1,0,50,0
2372310,Liz,5067097,,"Cute, Cozy in Prime Williamsburg",Williamsburg,Brooklyn,,Entire home/apt,21,1,40.71343,-73.94842,5,0,220,0
6278351,Scott,5067348,6/29/2019,Million Dollar Listing :Times Square,Hell's Kitchen,Manhattan,0.51,Entire home/apt,96,1,40.75977,-73.98981,3,26,250,0.51
8954264,Rod,5067417,6/8/2019,Study in 1885 Gothic Brownstone.,Harlem,Manhattan,0.51,Private room,213,1,40.80858,-73.95132,10,25,177,0.51
23340108,Andrew,5068972,5/25/2016,Modern 1br downtown Manhattan,Financial District,Manhattan,0.13,Entire home/apt,0,1,40.71182,-74.00497,3,7,150,0.13
26176627,Jon,5069145,,Cozy private bedroom in duplex,Bushwick,Brooklyn,,Private room,0,1,40.70126,-73.93731,1,0,50,0
12306481,Pao,5070183,5/23/2019,Sunny NYC APT - 15min from Midtown,Sunnyside,Queens,0.28,Entire home/apt,332,3,40.74513,-73.91685,30,10,90,0.28
26184062,Laura,5070378,8/31/2016,BR in heart of trendy williamsburg,Williamsburg,Brooklyn,0.03,Private room,179,1,40.71223,-73.95681,7,1,150,0.03
192852,Dim,5075659,6/22/2019,Cozy New York Studio,Upper East Side,Manhattan,3.95,Entire home/apt,230,1,40.77407,-73.95238,3,211,125,3.95
7021059,Katie,5077231,,Charming Bright Upper East Space,Upper East Side,Manhattan,,Entire home/apt,0,2,40.77636,-73.95099,1,0,150,0
3196390,Orli,5078828,7/3/2015,Lovely Victorian Brooklyn 6BR Home,Flatbush,Brooklyn,0.06,Entire home/apt,0,1,40.63854,-73.95814,4,3,415,0.06
12603113,Stephanie & Linda,5079124,6/24/2019,Clean & Cozy Private Room,Kensington,Brooklyn,0.77,Private room,245,1,40.63953,-73.97214,2,39,50,0.77
25237492,Juliana,5081207,6/15/2019,Charming Townhouse Near RSD Park!  2 Bedroom Apt,Upper West Side,Manhattan,0.31,Entire home/apt,326,34,40.78305,-73.98398,30,16,165,0.31
2908101,Mahesh,5082455,11/5/2018,15 mins to Times Square + Sleeps 4,Harlem,Manhattan,0.55,Entire home/apt,7,1,40.82846,-73.94393,4,29,175,0.55
63613,Patricia,5083907,,Large Room In Beautiful Brownstone,Clinton Hill,Brooklyn,,Private room,210,2,40.69105,-73.96789,60,0,50,0
1700398,Vered,5084095,,Great 2 bedroom on The Upper East Side,Upper East Side,Manhattan,,Entire home/apt,0,1,40.77421,-73.95361,4,0,250,0
26265097,Nancy,5084887,2/6/2015,Clean & Warm East Village Escape!,East Village,Manhattan,0.02,Entire home/apt,0,1,40.7295,-73.98398,5,1,100,0.02
23772724,Elem,5085803,4/27/2019,Beautiful Studio in the Upper East (30 DAYS MIN),Upper East Side,Manhattan,0.29,Entire home/apt,208,15,40.78151,-73.94775,30,12,99,0.29
26301893,Claude,5091056,1/3/2019,Comfy Bedroom quite neighborhood,Forest Hills,Queens,0.35,Private room,59,1,40.71158,-73.85273,1,12,80,0.35
17312709,Matthew,5093174,6/6/2015,flexible 1BD LIVE/ WORK space BK,Bedford-Stuyvesant,Brooklyn,0.08,Entire home/apt,0,1,40.6926,-73.94719,5,4,140,0.08
19850240,Neal,5093352,3/3/2019,Room w/artwork & huge window on historic block!,Harlem,Manhattan,0.66,Private room,0,1,40.80954,-73.94227,7,18,83,0.66
7801481,Inez,5094593,5/4/2018,Cozy room in a quite neighborhood,Bay Terrace,Queens,0.08,Private room,7,2,40.78598,-73.77915,3,4,99,0.08
21201361,Jamie,5096158,8/26/2018,Fun Space in the Heart of Williamsburg,Williamsburg,Brooklyn,0.09,Private room,89,1,40.71102,-73.95627,1,1,79,0.09
19293586,Adam,5101342,6/29/2019,Quiet private retreat high above Brooklyn.,Williamsburg,Brooklyn,0.61,Private room,34,1,40.71759,-73.94388,2,19,100,0.61
26360956,Jen,5102006,11/21/2016,Quaint Sunny Cobble Hill Brownstone,Cobble Hill,Brooklyn,0.3,Entire home/apt,0,1,40.68854,-73.99533,4,16,160,0.3
26260328,Alec,5102132,2/16/2016,Huge Sunny Private Room in Bushwick,Bushwick,Brooklyn,0.02,Private room,0,1,40.70206,-73.91342,7,1,45,0.02
26362901,William,5102389,11/14/2017,Top Floor Williamsburg Beauty,Williamsburg,Brooklyn,1.27,Entire home/apt,0,1,40.71124,-73.95717,1,63,225,1.27
24915685,Naveen,5104668,,Alcove Studio 1 blk from Times Sq,Hell's Kitchen,Manhattan,,Entire home/apt,0,1,40.75928,-73.99036,1,0,180,0
26380626,Shamim,5105514,4/29/2018,Modern Studio Apt in Williamsburg,Williamsburg,Brooklyn,0.07,Entire home/apt,0,1,40.71768,-73.95355,7,1,90,0.07
15321576,Daniel,5105632,,Lovely room in Prospect Heights,Prospect Heights,Brooklyn,,Private room,0,1,40.67467,-73.96557,1,0,60,0
26382036,William,5105768,5/27/2019,"Close to subway, Manhattan, & shops with kitchen",Elmhurst,Queens,0.64,Entire home/apt,64,2,40.74038,-73.87599,5,31,120,0.64
8329975,Gore,5105805,6/29/2019,Best Location in Midtown Manhattan,Hell's Kitchen,Manhattan,0.41,Entire home/apt,5,1,40.76645,-73.98539,4,15,150,0.41
4265630,Nowme And Ra,5106041,6/22/2019,I LOVE BROOKLYN PRIVATE 1-BR APT,Flatbush,Brooklyn,0.97,Entire home/apt,306,2,40.64801,-73.95623,4,51,80,0.97
22984995,Erin,5106214,7/18/2018,Historic West Village Charmer,West Village,Manhattan,0.21,Entire home/apt,0,1,40.73822,-74.00606,2,11,275,0.21
26388856,Kat,5106749,5/24/2019,Cozy 1BD near midtown Manhattan,Long Island City,Queens,0.69,Entire home/apt,177,1,40.7599,-73.9285,14,35,110,0.69
26405093,Jeff,5110224,,Room in artist apartment/ close to Ferry,Stapleton,Staten Island,,Private room,359,2,40.6375,-74.07654,1,0,85,0
1965783,Cranford,5110541,5/24/2015,Upper East Side Beautiful Studio,Upper East Side,Manhattan,0.06,Entire home/apt,0,1,40.76996,-73.95875,1,3,245,0.06
2638171,Renan,5112761,,Master bedroom in Williamsburg,Williamsburg,Brooklyn,,Private room,364,1,40.71577,-73.94604,3,0,90,0
10125456,Carly,5113910,5/15/2019,Designer's Red Hook Apartment,Red Hook,Brooklyn,0.95,Entire home/apt,8,1,40.67404,-74.01021,5,51,115,0.95
26432133,Danielle,5115372,7/3/2019,Comfy Room Family Home LGA Airport NO CLEANING FEE,East Elmhurst,Queens,13.45,Private room,347,5,40.76374,-73.87103,1,430,54,13.45
26433326,Martha,5115534,12/30/2015,Large williamsburg apt. Sleeps 4.,Williamsburg,Brooklyn,0.06,Entire home/apt,0,1,40.70783,-73.94858,2,3,195,0.06
7203997,Gosia,5116726,6/13/2019,Stunning townhouse in Park Slope,Park Slope,Brooklyn,0.82,Entire home/apt,328,2,40.67034,-73.97512,2,43,995,0.82
2897021,Julia,5116727,1/4/2017,Amazingly bright and cozy apartment,East Village,Manhattan,0.13,Entire home/apt,0,1,40.72695,-73.98675,10,7,120,0.13
26446036,Buddy,5117339,6/2/2019,Quiet Bdrm w/Private Bath & TV in BIG apartment!,Upper West Side,Manhattan,1.68,Private room,0,1,40.78648,-73.9692,2,78,135,1.68
17450152,Tiba,5119201,6/21/2019,"SpaciousRoom in the heart of New York,Times Square",Hell's Kitchen,Manhattan,0.77,Private room,307,5,40.76332,-73.9884,1,38,150,0.77
9059339,Christine,5122899,5/22/2019,Cozy Private Room for one female,East Harlem,Manhattan,3.21,Private room,292,1,40.78744,-73.95211,7,167,61,3.21
1475015,Mike,5123033,,BEAUTIFUL 2 BED/ BRICK WALLS/ 52ST,Midtown,Manhattan,,Entire home/apt,281,52,40.75587,-73.96856,30,0,115,0
26003292,Carrie,5126391,6/23/2019,1bd in a sunny 2 bd Ft. Greene Apt,Fort Greene,Brooklyn,2.16,Private room,11,1,40.69454,-73.97166,1,104,63,2.16
1946840,Nick,5127131,6/4/2019,Cozy one-bedroom in E Village,East Village,Manhattan,0.4,Entire home/apt,27,1,40.72982,-73.98316,7,21,185,0.4
26529661,Alexis,5131879,,"Large, comfy 1br in Williamsburg!",Williamsburg,Brooklyn,,Entire home/apt,0,1,40.7127,-73.94643,60,0,1763,0
24711354,Forrest,5132306,4/6/2019,Monthly Rental in Crown Heights,Crown Heights,Brooklyn,0.37,Private room,282,1,40.66809,-73.93373,28,20,33,0.37
2086194,Robert,5132986,5/17/2015,NOT AVAILABLE,Prospect Heights,Brooklyn,0.06,Private room,189,1,40.68163,-73.96709,2,3,55,0.06
7088204,Genesis,5133942,5/20/2019,"Sunny 1000 sqft, heart of Crown Hts",Crown Heights,Brooklyn,0.36,Entire home/apt,118,1,40.67131,-73.94979,5,8,150,0.36
